COMPLIANCE MAPPING DB  —  ISO/IEC 42001:2023 | NIST AI RMF 1.0 | OWASP LLM Top 10 | EU AI Act 2024  |  122 questions × 4 frameworks,,,,,,,,,,,,,,
QID Code,Component Group,Question,Severity,"Max Risk
Score /100","Risk
Count","Compliance
Priority","ISO 42001
Clauses (Short)","NIST RMF
Functions (Short)","OWASP
References (Short)","EU AI Act
Articles (Short)","ISO/IEC 42001:2023
(Full Reference)","NIST AI RMF 1.0
(Full Reference)","OWASP LLM Top 10
(Full Reference)","EU AI Act 2024
(Full Reference)"
AR_126,Monitoring & Evaluation,Does the infrastructure verify the cryptographic signature of the GPU/TPU firmware every time it reboots?,High,8.04,2,🟠 High,Annex A.9.4 | Annex A.8.2,MANAGE 2.4 | MEASURE 2.5,LLM10 - Model Theft,Art. 15 (Cybersecurity - secure boot and firmware integrity) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.4 (Firmware and hardware integrity controls), Annex A.8.2 (System integrity)","NIST AI RMF 1.0 MANAGE 2.4 (AI infrastructure integrity), MEASURE 2.5 (hardware security testing)",OWASP LLM Top 10: LLM10 - Model Theft (firmware compromise enabling model exfiltration),"EU AI Act Art. 15 (Cybersecurity - secure boot and firmware integrity), Art. 9 (Risk management)"
AR_127,Orchestration / Agents,"Does your compute layer have an automated ""Circuit Breaker"" to kill an AI Agent's session if it enters an infinite recursive loop?",High,9.23,2,🟠 High,Clause 8.4 | Annex A.6.1,MEASURE 2.7 | MANAGE 2.2,LLM04 - Model Denial of Service,Art. 9 (Risk management - agentic AI safeguards) | Art. 15 (Robustness requirements),"ISO/IEC 42001:2023 Clause 8.4 (AI agent operational safeguards), Annex A.6.1 (AI system resilience)","NIST AI RMF 1.0 MEASURE 2.7 (AI system resilience - loop containment), MANAGE 2.2 (AI cost incident response)",OWASP LLM Top 10: LLM04 - Model Denial of Service (recursive loop and retry storm circuit breaking),"EU AI Act Art. 9 (Risk management - agentic AI safeguards), Art. 15 (Robustness requirements)"
AR_128,LLM / Model Layer,Is your compute architecture optimized for Inference (low latency) separately from Training (high throughput)?,Medium,5.19,2,🟡 Medium,Clause 7.1 | Annex A.6.1,MAP 2.3 | GOVERN 1.4,LLM04 - Model Denial of Service,Art. 15 (Accuracy and robustness - latency requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI infrastructure design), Annex A.6.1 (AI system performance planning)","NIST AI RMF 1.0 MAP 2.3 (AI operational infrastructure risks), GOVERN 1.4 (AI compute resource governance)",OWASP LLM Top 10: LLM04 - Model Denial of Service (inference latency degradation from mixed workloads),"EU AI Act Art. 15 (Accuracy and robustness - latency requirements), Art. 9 (Risk management)"
AR_129,Orchestration / Agents,Does your network use RDMA (Remote Direct Memory Access) to bypass the CPU and move data directly from storage to GPU memory?,Medium,5.74,2,🟡 Medium,Clause 7.1 | Annex A.9.4,MAP 2.3 | MANAGE 2.4,LLM06 - Sensitive Information Disclosure,Art. 15 (Cybersecurity - network-level protections) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI infrastructure requirements), Annex A.9.4 (Network security for AI)","NIST AI RMF 1.0 MAP 2.3 (AI network infrastructure risks), MANAGE 2.4 (AI data-in-transit security)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (unprotected RDMA data path security),"EU AI Act Art. 15 (Cybersecurity - network-level protections), Art. 9 (Risk management)"
AR_130,Data Processing,"Can your storage layer ingest a full model ""Checkpoint"" (terabytes of data) in under 60 seconds without pausing the training cluster?",Medium,5.46,2,🟡 Medium,Clause 7.1 | Annex A.6.1,MEASURE 2.7 | MAP 2.3,LLM09 - Overreliance,Art. 15 (Robustness - model state preservation) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI infrastructure performance), Annex A.6.1 (AI system operational SLOs)","NIST AI RMF 1.0 MEASURE 2.7 (AI system resilience - checkpoint integrity), MAP 2.3 (storage SLO risks)",OWASP LLM Top 10: LLM09 - Overreliance (checkpoint failure causing model state corruption),"EU AI Act Art. 15 (Robustness - model state preservation), Art. 9 (Risk management)"
AR_131,Data Processing,"Is your storage architecture ""Disaggregated,"" allowing you to scale capacity (Petabytes) independently of compute performance (IOPS)?",Medium,5.46,2,🟡 Medium,Clause 7.1 | Annex A.6.1,GOVERN 1.4 | MAP 2.3,LLM04 - Model Denial of Service,Art. 15 (Robustness and availability requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI infrastructure scalability), Annex A.6.1 (AI system architecture controls)","NIST AI RMF 1.0 GOVERN 1.4 (AI resource governance - scalability), MAP 2.3 (storage infrastructure risks)",OWASP LLM Top 10: LLM04 - Model Denial of Service (storage bottleneck causing AI service degradation),"EU AI Act Art. 15 (Robustness and availability requirements), Art. 9 (Risk management)"
AR_132,Vector Database,"Do your training datasets and your production Vector Database (RAG) share a unified, searchable namespace?Yes / No",Medium,7.65,2,🟡 Medium,Annex A.7.2 | Annex A.10.1,MAP 1.6 | GOVERN 1.2,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - purpose limitation) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.7.2 (Data governance - purpose separation), Annex A.10.1 (Privacy controls)","NIST AI RMF 1.0 MAP 1.6 (AI data purpose boundaries), GOVERN 1.2 (data namespace governance policies)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (cross-purpose data namespace leakage),"EU AI Act Art. 10 (Data governance - purpose limitation), Art. 9 (Risk management)"
AR_133,Monitoring & Evaluation,"Do you have automated ""Egress Alerts"" that trigger if an AI agent or process begins moving more than 5TB of data to a different cloud region?",Medium,6.92,2,🟡 Medium,Annex A.9.3 | Clause 9.1,MEASURE 2.10 | MANAGE 2.2,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - data residency) | Art. 15 (Cybersecurity - egress controls),"ISO/IEC 42001:2023 Annex A.9.3 (AI data egress controls), Clause 9.1 (AI system monitoring)","NIST AI RMF 1.0 MEASURE 2.10 (AI data egress monitoring), MANAGE 2.2 (large-scale exfiltration response)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (bulk data egress detection),"EU AI Act Art. 10 (Data governance - data residency), Art. 15 (Cybersecurity - egress controls)"
AR_134,Data Processing,"Are you using NVMe-over-Fabrics (NVMe-oF) for all ""Hot"" training data, with automated tiering to cold object storage for archived models?",Low,2.43,2,🟢 Low,Clause 7.1 | Annex A.6.1,MAP 2.3 | MEASURE 2.7,LLM09 - Overreliance,Art. 15 (Robustness - storage performance requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI storage infrastructure), Annex A.6.1 (AI system performance controls)","NIST AI RMF 1.0 MAP 2.3 (AI storage infrastructure risks), MEASURE 2.7 (AI storage resilience)",OWASP LLM Top 10: LLM09 - Overreliance (storage latency causing AI pipeline failures),"EU AI Act Art. 15 (Robustness - storage performance requirements), Art. 9 (Risk management)"
AR_135,Monitoring & Evaluation,"Does your orchestrator automatically place distributed training jobs on nodes with the shortest physical ""interconnect"" distance?",Low,3.64,2,🟢 Low,Clause 7.1 | Annex A.6.1,MAP 2.3 | GOVERN 1.4,LLM04 - Model Denial of Service,Art. 15 (Robustness - infrastructure performance) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 7.1 (AI compute infrastructure optimization), Annex A.6.1 (performance controls)","NIST AI RMF 1.0 MAP 2.3 (AI cluster topology risks), GOVERN 1.4 (compute resource governance)",OWASP LLM Top 10: LLM04 - Model Denial of Service (interconnect congestion degrading AI service),"EU AI Act Art. 15 (Robustness - infrastructure performance), Art. 9 (Risk management)"
AR_136,Orchestration / Agents,Do you use admission controllers (like Kyverno or OPA) to automatically block any AI pod that lacks resource limits or approved security tags?,Medium,6.92,2,🟡 Medium,Annex A.9.3 | Clause 8.4,GOVERN 1.2 | MANAGE 2.4,LLM08 - Excessive Agency,Art. 9 (Risk management - deployment controls) | Art. 17 (Quality management system),"ISO/IEC 42001:2023 Annex A.9.3 (AI system access control), Clause 8.4 (AI operational controls)","NIST AI RMF 1.0 GOVERN 1.2 (AI deployment policy enforcement), MANAGE 2.4 (AI pod security controls)",OWASP LLM Top 10: LLM08 - Excessive Agency (unconstrained AI pod resource consumption),"EU AI Act Art. 9 (Risk management - deployment controls), Art. 17 (Quality management system)"
AR_137,Monitoring & Evaluation,"Does your cluster management tool alert you within 60 seconds if a manual change is made to a ""Golden"" configuration file?",Medium,6.92,2,🟡 Medium,Clause 8.4 | Annex A.8.2,MEASURE 2.10 | MANAGE 2.2,LLM07 - Insecure Plugin Design,Art. 9 (Risk management - configuration integrity) | Art. 15 (Cybersecurity),"ISO/IEC 42001:2023 Clause 8.4 (AI configuration management), Annex A.8.2 (System integrity monitoring)","NIST AI RMF 1.0 MEASURE 2.10 (AI configuration drift detection), MANAGE 2.2 (unauthorized change response)",OWASP LLM Top 10: LLM07 - Insecure Plugin Design (configuration tampering to bypass AI controls),"EU AI Act Art. 9 (Risk management - configuration integrity), Art. 15 (Cybersecurity)"
AR_138,Guardrails / Safety,"Are you using Kata Containers or a similar VM-based isolation layer to ensure one tenant's AI job cannot ""see"" the memory of another job on the same GPU?",Medium,7.65,2,🟡 Medium,Annex A.9.4 | Clause 8.4,MEASURE 2.5 | MANAGE 2.4,LLM10 - Model Theft,Art. 15 (Cybersecurity - isolation requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.4 (Compute isolation controls), Clause 8.4 (AI multi-tenant security)","NIST AI RMF 1.0 MEASURE 2.5 (AI multi-tenant security isolation), MANAGE 2.4 (AI infrastructure protection)",OWASP LLM Top 10: LLM10 - Model Theft (cross-tenant memory leakage on shared GPU),"EU AI Act Art. 15 (Cybersecurity - isolation requirements), Art. 9 (Risk management)"
AR_139,Orchestration / Agents,Does your orchestration layer automatically restart failed jobs from the last successful checkpoint without human intervention?,Low,3.46,2,🟢 Low,Clause 8.6 | Annex A.6.1,MEASURE 2.7 | MANAGE 2.2,LLM09 - Overreliance,Art. 15 (Robustness - continuity and recovery) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Clause 8.6 (AI business continuity), Annex A.6.1 (AI system resilience controls)","NIST AI RMF 1.0 MEASURE 2.7 (AI system recovery and resilience), MANAGE 2.2 (AI failure response)",OWASP LLM Top 10: LLM09 - Overreliance (checkpoint integrity for reliable AI recovery),"EU AI Act Art. 15 (Robustness - continuity and recovery), Art. 9 (Risk management)"
AR_140,Guardrails / Safety,Are your AI workloads running in Trusted Execution Environments (hardware enclaves) to protect data and model weights from being viewed by the cloud provider or host OS?,Medium,5.36,2,🟡 Medium,Annex A.9.4 | Clause 8.4,MANAGE 2.4 | MEASURE 2.5,LLM10 - Model Theft,Art. 15 (Cybersecurity - confidential computing requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.4 (Confidential computing for AI), Clause 8.4 (AI data-in-use security)","NIST AI RMF 1.0 MANAGE 2.4 (AI data confidentiality - TEE), MEASURE 2.5 (hardware security testing)",OWASP LLM Top 10: LLM10 - Model Theft (confidential compute preventing cloud provider access to weights),"EU AI Act Art. 15 (Cybersecurity - confidential computing requirements), Art. 9 (Risk management)"
AR_141,Guardrails / Safety,"Do you have automated infrastructure blocks that prevent any AI system from starting if it doesn't meet specific compliance tags (e.g., ""High-Risk AI"" per EU AI Act)?",Medium,6.92,2,🟡 Medium,Clause 8.4 | Annex A.9.3,GOVERN 1.2 | MAP 1.1,LLM07 - Insecure Plugin Design,Art. 9 (Risk management - compliance gating) | Art. 6,"ISO/IEC 42001:2023 Clause 8.4 (AI compliance enforcement at deployment), Annex A.9.3 (access control)","NIST AI RMF 1.0 GOVERN 1.2 (AI compliance policy enforcement), MAP 1.1 (AI risk classification)",OWASP LLM Top 10: LLM07 - Insecure Plugin Design (untagged AI systems bypassing compliance controls),"EU AI Act Art. 9 (Risk management - compliance gating), Art. 6-7 (High-risk AI classification and requirements)"
AR_142,Guardrails / Safety,"Does every AI Agent and automated script have a unique, cryptographically verifiable identity that is rotated every 24 hours?",High,9.7,2,🟠 High,Annex A.9.3 | Annex A.2.2,GOVERN 1.2 | MEASURE 2.10,LLM08 - Excessive Agency,Art. 12 (Record-keeping - agent identity traceability) | Art. 13 (AI system transparency),"ISO/IEC 42001:2023 Annex A.9.3 (AI agent identity management), Annex A.2.2 (AI agent accountability)","NIST AI RMF 1.0 GOVERN 1.2 (AI agent identity policies), MEASURE 2.10 (AI agent behaviour attribution)",OWASP LLM Top 10: LLM08 - Excessive Agency (agent identity spoofing and credential rotation),"EU AI Act Art. 12 (Record-keeping - agent identity traceability), Art. 13 (AI system transparency)"
AR_143,Monitoring & Evaluation,"re your system logs (access, training, and inference) stored in an immutable, ""Write-Once"" vault that cannot be altered even by a System Administrator?",High,8.65,2,🟠 High,Clause 9.1 | Annex A.9.2,MEASURE 2.3 | MANAGE 4.2,LLM07 - Insecure Plugin Design,Art. 12 (Record-keeping obligations - tamper-evident logs) | Art. 18 (Documentation retention),"ISO/IEC 42001:2023 Clause 9.1 (AI audit log integrity), Annex A.9.2 (AI system monitoring controls)","NIST AI RMF 1.0 MEASURE 2.3 (AI log immutability), MANAGE 4.2 (AI log retention and tamper-evidence)",OWASP LLM Top 10: LLM07 - Insecure Plugin Design (log tampering to conceal AI misuse),"EU AI Act Art. 12 (Record-keeping obligations - tamper-evident logs), Art. 18 (Documentation retention)"
AR_144,Guardrails / Safety,"Is your AI cluster ""Microsegmented"" so that an infected GPU node cannot talk to your internal HR or Financial databases?",High,11.54,2,🟠 High,Annex A.9.4 | Clause 8.4,MANAGE 2.4 | MEASURE 2.5,LLM06 - Sensitive Information Disclosure,Art. 15 (Cybersecurity - network isolation) | Art. 9 (Risk management system),"ISO/IEC 42001:2023 Annex A.9.4 (Network segmentation for AI infrastructure), Clause 8.4 (AI security controls)","NIST AI RMF 1.0 MANAGE 2.4 (AI lateral movement prevention), MEASURE 2.5 (AI network security testing)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (lateral movement via compromised AI node),"EU AI Act Art. 15 (Cybersecurity - network isolation), Art. 9 (Risk management system)"
AR_145,Guardrails / Safety,"Do you perform monthly ""AI Red Teaming"" specifically on your infrastructure to test if your firewalls can detect Indirect Prompt Injections or Model Inversion?",High,9.1,2,🟠 High,Clause 9.1 | Annex A.8.5,MEASURE 2.5 | MANAGE 2.2,LLM01 - Prompt Injection | LLM10 - Model Theft,Art. 9 (Risk management - periodic testing) | Art. 15 (Cybersecurity testing requirements),"ISO/IEC 42001:2023 Clause 9.1 (AI security evaluation), Annex A.8.5 (AI adversarial testing programme)","NIST AI RMF 1.0 MEASURE 2.5 (AI red team testing), MANAGE 2.2 (AI vulnerability remediation from testing)","OWASP LLM Top 10: LLM01 - Prompt Injection, LLM10 - Model Theft (infrastructure red team coverage)","EU AI Act Art. 9 (Risk management - periodic testing), Art. 15 (Cybersecurity testing requirements)"
AR_146,Vector Database,Do you automatically re-index your Vector DB whenever the core LLM version is updated?,Medium,6.92,2,🟡 Medium,Clause 8.4 | Annex A.7.3,MANAGE 2.2 | MEASURE 2.3,LLM09 - Overreliance,Art. 9 (Risk management - model update governance) | Art. 15 (Accuracy over lifecycle),"ISO/IEC 42001:2023 Clause 8.4 (AI system change management), Annex A.7.3 (Data consistency for AI)","NIST AI RMF 1.0 MANAGE 2.2 (AI model update controls), MEASURE 2.3 (AI knowledge base currency)",OWASP LLM Top 10: LLM09 - Overreliance (misaligned vector DB causing stale/incorrect AI outputs),"EU AI Act Art. 9 (Risk management - model update governance), Art. 15 (Accuracy over lifecycle)"
AR_147,Knowledge Base,"Do you validate all data entering your knowledge base to prevent ""Adversarial Context"" (e.g., a doc that tricks the AI into giving illegal discounts)?",High,10.2,2,🟠 High,Annex A.7.3 | Clause 8.4,MEASURE 2.5 | MAP 3.5,LLM04 - Data and Model Poisoning,Art. 10 (Data governance - knowledge base quality) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.7.3 (Data quality validation for AI), Clause 8.4 (AI input validation)","NIST AI RMF 1.0 MEASURE 2.5 (AI adversarial context robustness), MAP 3.5 (knowledge base poisoning risk)",OWASP LLM Top 10: LLM04 - Data and Model Poisoning (adversarial context injection into knowledge base),"EU AI Act Art. 10 (Data governance - knowledge base quality), Art. 9 (Risk management)"
AR_148,Embeddings,"Is there an automated ""Cleaning Layer"" that strips PII from data before it is turned into vectors/embeddings?",High,9.7,2,🟠 High,Annex A.10.1 | Annex A.7.2,MAP 1.6 | MEASURE 2.4,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - personal data in AI training) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.10.1 (Privacy by design in AI embeddings), Annex A.7.2 (Data preparation)","NIST AI RMF 1.0 MAP 1.6 (privacy risk in AI data pipeline), MEASURE 2.4 (PII in embedding evaluation)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (PII exposure via embedding layer),"EU AI Act Art. 10 (Data governance - personal data in AI training), Art. 9 (Risk management)"
AR_149,Knowledge Base,"Does your DB flag ""outdated"" knowledge (e.g., 2024 tax laws) so the AI doesn't use it to answer 2026 queries?",High,9.23,2,🟠 High,Annex A.7.3 | Clause 9.1,MEASURE 2.3 | MANAGE 2.2,LLM09 - Overreliance,Art. 10 (Data governance - data currency) | Art. 13 (Transparency on AI knowledge limitations),"ISO/IEC 42001:2023 Annex A.7.3 (Data currency and quality), Clause 9.1 (AI performance monitoring)","NIST AI RMF 1.0 MEASURE 2.3 (AI knowledge currency monitoring), MANAGE 2.2 (stale knowledge response)",OWASP LLM Top 10: LLM09 - Overreliance (outdated knowledge base causing hallucination and errors),"EU AI Act Art. 10 (Data governance - data currency), Art. 13 (Transparency on AI knowledge limitations)"
AR_150,Retrieval (RAG),"In shared DB environments, do you use ""Metadata Filtering"" to ensure the AI only retrieves data the specific user is allowed to see?",Critical,12.13,2,🔴 Immediate,Annex A.9.3 | Annex A.10.1,GOVERN 1.2 | MEASURE 2.5,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - data isolation) | Art. 9 (Risk management - multi-tenant risks),"ISO/IEC 42001:2023 Annex A.9.3 (Multi-tenant AI access control), Annex A.10.1 (Privacy in shared AI systems)","NIST AI RMF 1.0 GOVERN 1.2 (multi-tenant AI isolation policies), MEASURE 2.5 (tenant isolation security)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (cross-tenant data leakage via shared vector DB),"EU AI Act Art. 10 (Data governance - data isolation), Art. 9 (Risk management - multi-tenant risks)"
AR_151,Retrieval (RAG),"In multi‑team or multi‑tenant environments, missing metadata filters can cause the AI to blend data from different departments or clients. This can lead to accidental cross‑tenant retrieval, where one business unit gains visibility into another’s documents, embeddings, or knowledge assets.",Critical,12.13,2,🔴 Immediate,Annex A.9.3 | Annex A.10.1,MEASURE 2.5 | MAP 5.2,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - isolation requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.3 (AI access control - tenant isolation), Annex A.10.1 (Privacy controls)","NIST AI RMF 1.0 MEASURE 2.5 (AI multi-tenant security), MAP 5.2 (cross-tenant data risk assessment)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (cross-tenant retrieval without metadata filtering),"EU AI Act Art. 10 (Data governance - isolation requirements), Art. 9 (Risk management)"
AR_152,Prompt Engineering,"Is your ""Prompt Logic"" version-controlled and peer-reviewed just like your Python/Java code?",High,9.7,2,🟠 High,Clause 8.4 | Annex A.8.2,GOVERN 1.2 | MEASURE 2.3,LLM01 - Prompt Injection,Art. 9 (Risk management - system prompt governance) | Art. 17 (Quality management system),"ISO/IEC 42001:2023 Clause 8.4 (AI system change management), Annex A.8.2 (Prompt integrity controls)","NIST AI RMF 1.0 GOVERN 1.2 (AI configuration governance), MEASURE 2.3 (prompt logic auditability)",OWASP LLM Top 10: LLM01 - Prompt Injection (unreviewed prompt logic as attack surface),"EU AI Act Art. 9 (Risk management - system prompt governance), Art. 17 (Quality management system)"
AR_153,Application Layer,"If a model's ""reasoning"" contradicts a hard business rule, does the system automatically default to the safest ""Fail-Closed"" state?",High,9.7,2,🟠 High,Annex A.8.4 | Clause 6.1.2,MEASURE 2.6 | MANAGE 2.4,LLM09 - Overreliance,Art. 9 (Risk management - fail-safe requirements) | Art. 14 (Human oversight - rule enforcement),"ISO/IEC 42001:2023 Annex A.8.4 (AI fail-safe mechanisms), Clause 6.1.2 (AI risk treatment - fail-closed)","NIST AI RMF 1.0 MEASURE 2.6 (AI safe failure modes), MANAGE 2.4 (AI rule conflict resolution)",OWASP LLM Top 10: LLM09 - Overreliance (AI overriding business rules without safe fallback),"EU AI Act Art. 9 (Risk management - fail-safe requirements), Art. 14 (Human oversight - rule enforcement)"
AR_154,LLM / Model Layer,"Do you test your business logic against ""Adversarial Prompts"" designed to find logical contradictions in your rules?",Medium,7.65,2,🟡 Medium,Clause 9.1 | Annex A.8.5,MEASURE 2.5 | MAP 3.5,LLM01 - Prompt Injection,Art. 9 (Risk management - adversarial testing) | Art. 15 (Robustness requirements),"ISO/IEC 42001:2023 Clause 9.1 (AI evaluation - adversarial testing), Annex A.8.5 (AI robustness assessment)","NIST AI RMF 1.0 MEASURE 2.5 (AI adversarial robustness testing), MAP 3.5 (AI logic vulnerability identification)",OWASP LLM Top 10: LLM01 - Prompt Injection (adversarial testing to surface logic contradictions),"EU AI Act Art. 9 (Risk management - adversarial testing), Art. 15 (Robustness requirements)"
AR_155,Application Layer,"Does your AI act with the Least Privilege of the end-user, or does it use a ""Superuser"" service account?",Critical,12.13,2,🔴 Immediate,Annex A.9.3 | Annex A.2.2,GOVERN 1.2 | MANAGE 2.4,LLM08 - Excessive Agency,Art. 9 (Risk management - least privilege principle) | Art. 14 (Human oversight controls),"ISO/IEC 42001:2023 Annex A.9.3 (AI system least privilege), Annex A.2.2 (AI agent accountability)","NIST AI RMF 1.0 GOVERN 1.2 (least privilege for AI systems), MANAGE 2.4 (AI permission scoping)",OWASP LLM Top 10: LLM08 - Excessive Agency (superuser AI service accounts enabling over-privilege),"EU AI Act Art. 9 (Risk management - least privilege principle), Art. 14 (Human oversight controls)"
AR_156,Application Layer,"           Do your Domain Objects automatically mask ""Secret"" fields (like SSNs) before they are passed into the AI's ""Context Window""?",High,9.7,2,🟠 High,Annex A.10.1 | Annex A.7.2,MAP 1.6 | MEASURE 2.4,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - personal data minimisation in AI) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.10.1 (Privacy - data masking in AI systems), Annex A.7.2 (Data preparation)","NIST AI RMF 1.0 MAP 1.6 (privacy risk in AI context), MEASURE 2.4 (PII masking evaluation)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (unmasked PII in AI context window),"EU AI Act Art. 10 (Data governance - personal data minimisation in AI), Art. 9 (Risk management)"
AR_157,Application Layer,"Does your entitlement layer prevent the AI from ""inferring"" sensitive relationships (e.g., ""Who does User X report to?"")?",Medium,7.65,2,🟡 Medium,Annex A.9.3 | Annex A.10.1,MEASURE 2.4 | MAP 1.6,LLM06 - Sensitive Information Disclosure,Art. 10 (Data governance - sensitive inferences) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.3 (AI inference-based access control), Annex A.10.1 (Privacy protection)","NIST AI RMF 1.0 MEASURE 2.4 (AI privacy risk - relationship inference), MAP 1.6 (inference risk identification)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (inference-based PII disclosure via AI reasoning),"EU AI Act Art. 10 (Data governance - sensitive inferences), Art. 9 (Risk management)"
AR_158,Application Layer,"Are permissions re-checked at the moment of AI execution, or only when the user first logs in?",High,9.7,2,🟠 High,Annex A.9.3 | Clause 8.4,GOVERN 1.2 | MANAGE 2.4,LLM08 - Excessive Agency,Art. 9 (Risk management - continuous authorisation) | Art. 15 (Cybersecurity requirements),"ISO/IEC 42001:2023 Annex A.9.3 (Real-time AI access control), Clause 8.4 (AI operational security)","NIST AI RMF 1.0 GOVERN 1.2 (continuous AI authorisation policies), MANAGE 2.4 (runtime permission enforcement)",OWASP LLM Top 10: LLM08 - Excessive Agency (stale session permissions enabling unauthorised AI actions),"EU AI Act Art. 9 (Risk management - continuous authorisation), Art. 15 (Cybersecurity requirements)"
AR_159,Application Layer,Can every AI-driven object modification be traced back to both the Model ID and the Authorizing Human?,Medium,6.92,2,🟡 Medium,Clause 9.1 | Annex A.2.2,MEASURE 2.3 | GOVERN 1.1,LLM08 - Excessive Agency,Art. 12 (Record-keeping - AI decision attribution) | Art. 14 (Human oversight - authorisation trail),"ISO/IEC 42001:2023 Clause 9.1 (AI auditability), Annex A.2.2 (AI decision attribution and accountability)","NIST AI RMF 1.0 MEASURE 2.3 (AI decision traceability), GOVERN 1.1 (AI accountability and attribution)",OWASP LLM Top 10: LLM08 - Excessive Agency (unattributed AI modifications to critical objects),"EU AI Act Art. 12 (Record-keeping - AI decision attribution), Art. 14 (Human oversight - authorisation trail)"
AR_160,Application Layer,"Do you inspect the data leaving the repository to ensure the AI isn't pulling 1,000+ rows when it only asked for 1?",High,9.7,2,🟠 High,Annex A.9.3 | Clause 8.4,MEASURE 2.10 | MANAGE 2.2,LLM06 - Sensitive Information Disclosure,Art. 15 (Cybersecurity - data egress controls) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.3 (AI data egress controls), Clause 8.4 (AI output monitoring)","NIST AI RMF 1.0 MEASURE 2.10 (AI output data volume monitoring), MANAGE 2.2 (bulk extraction response)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (bulk data extraction via AI query abuse),"EU AI Act Art. 15 (Cybersecurity - data egress controls), Art. 9 (Risk management)"
AR_161,Vector Database,"Is there a hard limit on how many ""Semantic Searches"" an agent can perform in a one-minute window?",High,9.23,2,🟠 High,Annex A.9.3 | Clause 8.4,MEASURE 2.7 | MANAGE 2.2,LLM04 - Model Denial of Service | LLM10 - Model Theft,Art. 9 (Risk management - resource limits) | Art. 15 (Robustness requirements),"ISO/IEC 42001:2023 Annex A.9.3 (AI agent rate controls), Clause 8.4 (AI operational limits)","NIST AI RMF 1.0 MEASURE 2.7 (AI system resilience - query rate limits), MANAGE 2.2 (AI scraping response)","OWASP LLM Top 10: LLM04 - Model Denial of Service, LLM10 - Model Theft (semantic search rate limiting)","EU AI Act Art. 9 (Risk management - resource limits), Art. 15 (Robustness requirements)"
AR_162,Embeddings,Are the embeddings and the raw data they point to encrypted with Customer-Managed Keys (CMK)?,Medium,7.28,2,🟡 Medium,Annex A.9.4 | Annex A.10.1,MANAGE 2.4 | GOVERN 1.2,LLM06 - Sensitive Information Disclosure,Art. 15 (Cybersecurity - encryption requirements) | Art. 9 (Risk management),"ISO/IEC 42001:2023 Annex A.9.4 (Cryptographic controls for AI data), Annex A.10.1 (Privacy encryption)","NIST AI RMF 1.0 MANAGE 2.4 (AI data encryption), GOVERN 1.2 (CMK management policies)",OWASP LLM Top 10: LLM06 - Sensitive Information Disclosure (unencrypted embedding exposure),"EU AI Act Art. 15 (Cybersecurity - encryption requirements), Art. 9 (Risk management)"
