QID,Question_Text,Source_Sheet
AR_1104,Do you test your business logic against adversarial prompts designed to find logical contradictions in your rules?,MAIN QUESTIONS
AR_1105,"Does your AI act with the least privilege of the end user, or does it use a superuser service account?",MAIN QUESTIONS
AR_1106,Do your domain objects automatically mask secret fields (like SSNs) before they are passed into the AI’s context window?,MAIN QUESTIONS
AR_1107,"Does your entitlement layer prevent the AI from inferring sensitive relationships (e.g., “Who does User X report to?”)?",MAIN QUESTIONS
AR_1108,"Are permissions re-checked at the moment of AI execution, or only when the user first logs in?",MAIN QUESTIONS
AR_1110,"Do you inspect the data leaving the repository to ensure the AI is not pulling 1,000+ rows when it only asked for 1?",MAIN QUESTIONS
AR_1111,Is there a hard limit on how many semantic searches an agent can perform in a one-minute window?,MAIN QUESTIONS
AR_1112,Are the embeddings and the raw data they point to encrypted with customer-managed keys (CMK)?,MAIN QUESTIONS
AR_1113,"Is your AI repo pinned to a specific data snapshot, preventing it from using live data during a training or fine-tuning run?",MAIN QUESTIONS
AR_1114,Does your repository support private information retrieval where the database does not actually know what the AI is searching for?,MAIN QUESTIONS
AR_1115,Do you have an automated shut-off if an AI service starts consuming 500% more tokens than its historical average?,MAIN QUESTIONS
AR_1117,"Does the service manager check if the AI’s intended action (e.g., “Send Email”) matches the original user’s request?",MAIN QUESTIONS
AR_1120,"If your primary AI API provider (e.g., OpenAI or Anthropic) goes offline for 4+ hours, can your system automatically fail over to a secondary provider or an internal open-source model?",MAIN QUESTIONS
AR_1121,Do you have a centralized cloud governance framework enforced across all business units and cloud environments?,MAIN QUESTIONS
AR_1122,"Are ownership and accountability clearly defined for every cloud resource, including escalation paths during incidents?",MAIN QUESTIONS
AR_1124,Rate the maturity of your Do you have a formal third-party cloud provider risk management program covering dependency mapping and exit strategies.,MAIN QUESTIONS
AR_1125,"Is there a standardized cloud architecture and policy framework (e.g., landing zones, guardrails) enforced automatically?",MAIN QUESTIONS
AR_1126,"Is a formalized, data-driven capacity planning process implemented to dynamically forecast and allocate sufficient compute resources, ensuring AI workloads scale without degrading performance, latency, or service reliability?",MAIN QUESTIONS
AR_1127,"Are all compute environments (dev, staging, production) maintained with automated patch management and security hardening?",MAIN QUESTIONS
AR_1128,"Are workloads logically and technically segregated across dev, staging, and production environments?",MAIN QUESTIONS
AR_1129,Do you have real-time compute performance monitoring with automated alerting for degradation?,MAIN QUESTIONS
AR_1130,"Is there a formal lifecycle management process for compute resources, including decommissioning of legacy and orphaned systems?",MAIN QUESTIONS
AR_1131,Is enterprise data encrypted at rest and in transit across all storage environments with customer-managed keys?,MAIN QUESTIONS
AR_1132,"Do automated mechanisms exist to continuously synchronize and cryptographically verify off-site backup integrity for AI model weights, training corpora, and system state to prevent ransomware-induced data loss?",MAIN QUESTIONS
AR_1133,Is data availability ensured across multiple regions and platforms to prevent single points of failure?,MAIN QUESTIONS
AR_1134,"Are all data assets formally classified and assigned ownership, with appropriate protection controls enforced by classification level?",MAIN QUESTIONS
AR_1135,Rate the maturity of your formal data lifecycle and retention governance program with automated enforcement and legal hold capabilities.,MAIN QUESTIONS
AR_1136,Is your network architecture designed with microsegmentation to isolate workloads and prevent lateral threat movement?,MAIN QUESTIONS
AR_1137,"Are all external connections, APIs, and third-party integrations secured with mutual authentication and encrypted channels?",MAIN QUESTIONS
AR_1138,"Do you have automated traffic management capabilities (e.g., load balancing, DDoS protection) to maintain availability during demand spikes?",MAIN QUESTIONS
AR_1139,"Is comprehensive network visibility (e.g., flow logging, IDS/IPS) implemented to detect attacks in real time?",MAIN QUESTIONS
AR_1140,"Are hybrid and remote connectivity risks (VPN, SD-WAN, Direct Connect) managed with formal security controls?",MAIN QUESTIONS
AR_1141,Is identity and access governance enforced across all cloud services with automated provisioning and deprovisioning?,MAIN QUESTIONS
AR_1142,"Are all privileged accounts subject to just-in-time access, session recording, and behavioral monitoring?",MAIN QUESTIONS
AR_1143,"Are machine identities and API credentials managed with short-lived tokens, automated rotation, and inventory tracking?",MAIN QUESTIONS
AR_1144,Are access rights reviewed quarterly with automated detection of excessive permissions and privilege creep?,MAIN QUESTIONS
AR_1145,Does your authentication architecture enforce MFA for all users and implement phishing-resistant methods for privileged access?,MAIN QUESTIONS
AR_1146,Is end-to-end infrastructure health monitoring implemented with automated remediation for common failure scenarios?,MAIN QUESTIONS
AR_1147,"Is there a formal incident management process with defined SLAs, war room protocols, and post-incident review requirements?",MAIN QUESTIONS
AR_1149,Are logs and operational data retained in tamper-proof storage with automated analysis and compliance reporting?,MAIN QUESTIONS
AR_1150,"Is there a formal operational maturity improvement program with regular reviews, KPIs, and investment in automation?",MAIN QUESTIONS
AR_1151,"Is high availability architected into all critical AI infrastructure layers, featuring fully automated failover mechanisms that activate without human intervention to eliminate single points of failure?",MAIN QUESTIONS
AR_1152,"Are backup, disaster recovery, and data restoration strategies for all critical AI infrastructure formally validated through tested drills that enforce documented Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?",MAIN QUESTIONS
AR_1153,Is 'Chaos Engineering' or automated fault-injection routinely performed on the live AI production environment to empirically validate that automated failover mechanisms function as intended under sudden component stress?,MAIN QUESTIONS
AR_1154,"Is there a formal large-scale outage coordination plan with defined roles, communication protocols, and external stakeholder management?",MAIN QUESTIONS
AR_1155,"Is resilience regularly tested against modern threat scenarios, including ransomware, DDoS, and cloud provider failure?",MAIN QUESTIONS
AR_1156,"Is cloud spending governed with formal budget controls, automated anomaly alerting, and executive-level financial reporting?",MAIN QUESTIONS
AR_1157,Are unused or inefficient cloud resources actively identified and removed through automated discovery and remediation?,MAIN QUESTIONS
AR_1158,Are auto-scaling policies aligned with financial controls to prevent unexpected cost spikes during demand events?,MAIN QUESTIONS
AR_1159,Is cloud cost accountability distributed to teams through internal showback or chargeback mechanisms?,MAIN QUESTIONS
AR_1166,"Does the organization have a mandatory AI policy awareness and training program for employees, and does the policy extend contractually to vendors and third-party AI providers?",MAIN QUESTIONS
AR_1167,"Does the primary AI governance committee maintain a centralized, immutable ledger of all deployment approval and rejection decisions, including the specific risk-acceptance rationales for any identified residual risks?",MAIN QUESTIONS
AR_1172,"Are communication and escalation paths for AI risks, incidents, and policy deviations formally defined and understood across the organization?",MAIN QUESTIONS
AR_1177,"Are roles and responsibilities for responding to AI incidents, policy deviations, or harmful outcomes clearly defined and documented?",MAIN QUESTIONS
AR_1178,Are AI-related roles and decision authorities aligned with the organization's defined AI risk tolerance?,MAIN QUESTIONS
AR_1180,Is a formal succession plan maintained and validated via periodic tabletop exercises to ensure alternate AI governance personnel can effectively execute emergency 'stop-deploy' procedures without the primary decision-maker?,MAIN QUESTIONS
AR_1181,"Overall, is it clear who is accountable for AI-related outcomes if harm, failure, or regulatory issues occur?",MAIN QUESTIONS
AR_1182,How would you rate the overall effectiveness of the organization's internal AI governance structure?,MAIN QUESTIONS
AR_1184,"Does the organization maintain a centralized, version-controlled inventory documenting all AI system resources (data, models, tooling, infrastructure, third-party dependencies, human resources), and does it cover all AI systems currently in active lifecycle stages?",MAIN QUESTIONS
AR_1187,"When AI systems are decommissioned, is there a formally documented process covering access revocation, data disposal, dependency removal, and inventory update?",MAIN QUESTIONS
AR_1188,"What percentage of AI systems have the provenance of all datasets used in AI systems formally documented (source origin, ownership, acquisition, licensing, legal constraints), and does this cover all training, validation, testing, and production environments??",MAIN QUESTIONS
AR_1189,"Are datasets clearly categorized, segregated, and version-controlled based on lifecycle purpose (training, validation, testing, production, archival) to prevent contamination or misuse?",MAIN QUESTIONS
AR_1190,"Are potential or known bias risks, representational imbalances, and fairness concerns within datasets formally identified, documented, assessed, and linked to AI risk assessment activities?",MAIN QUESTIONS
AR_1191,"How mature are the organization's data quality governance practices supporting AI systems (validation standards, cleansing procedures, monitoring controls, accountability mechanisms)?",MAIN QUESTIONS
AR_1192,"Are legally compliant data retention, archival, and disposal rules formally defined and consistently applied to AI datasets across all environments and storage locations?",MAIN QUESTIONS
AR_1193,"Are synthetic, augmented, brokered, or third-party datasets used in AI systems formally documented with justification, governance oversight, and applied risk mitigation measures?",MAIN QUESTIONS
AR_1195,"What percentage of AI models, algorithms, frameworks, and tooling components formally documented (architecture, configuration, versioning, dependencies, ownership, intended use), and is the organization aware of all models currently deployed in production??",MAIN QUESTIONS
AR_1198,"Are open-source AI libraries, frameworks, and tooling components formally reviewed for license compatibility, intellectual property obligations, attribution requirements, and commercial use restrictions before integration?",MAIN QUESTIONS
AR_1199,"How would you assess the organization's concentration and lock-in risk arising from dependency on a single AI tooling vendor, cloud provider, or model supplier?",MAIN QUESTIONS
AR_1214,"What percentage of AI impact assessments conducted prior to initial deployment and formally updated following significant changes to models, datasets, infrastructure, third-party dependencies, or intended use cases??",MAIN QUESTIONS
AR_1216,"Does the AI impact assessment explicitly evaluate potential harm to individuals - covering discrimination, financial harm, safety, and psychological harm - and formally identify all stakeholder groups that may be materially affected?",MAIN QUESTIONS
AR_1226,"Are impacts on vulnerable individuals or groups explicitly identified, evaluated, and documented during AI impact assessments, including disproportionate or indirect effects?",MAIN QUESTIONS
AR_1228,"For AI systems operating across multiple jurisdictions, are region-specific legal, regulatory, and compliance impacts evaluated and documented as part of impact assessments?",MAIN QUESTIONS
AR_1229,"What percentage of AI systems materially influence or determine outcomes affecting individuals have transparency, notification, or disclosure mechanisms implemented to inform affected parties??",MAIN QUESTIONS
AR_1235,"Does dataset governance within the AI lifecycle explicitly assess source data provenance, representational adequacy, labeling quality, sampling bias, coverage gaps, and retention classification prior to model training or retraining?",MAIN QUESTIONS
AR_1236,"Are engineered features and data transformations independently reviewed for proxy variable risk, discrimination amplification, transformation bias, feature leakage, and indirect correlation effects prior to validation approval?",MAIN QUESTIONS
AR_1239,"Are secure MLOps controls implemented, including environment segregation (dev/test/prod), role-based access controls, deployment approval workflows, immutable logging, rollback capability, and production promotion restrictions?",MAIN QUESTIONS
AR_1240,"Are continuous monitoring mechanisms implemented to detect performance degradation, statistical drift, bias drift, and anomaly signals — including output-level fairness metrics with defined thresholds, alert mechanisms, and escalation protocols — when discriminatory patterns are detected?",MAIN QUESTIONS
AR_1241,"Are quantitative thresholds defined that trigger intervention actions — rollback, suspension, retraining, or escalation — when monitoring metrics exceed defined tolerances?",MAIN QUESTIONS
AR_1243,"For AI systems using automated retraining pipelines, are retraining events governed by validation checkpoints, impact reassessment triggers, and formal approval prior to promoting newly trained models into production?",MAIN QUESTIONS
AR_1249,"What percentage of In generative AI systems have prompt templates, system instructions, guardrails, retrieval augmentation configurations, safety filters, and output constraints formally version-controlled, independently reviewed, and validated against safety and performance criteria prior to deployment or modification??",MAIN QUESTIONS
AR_1250,"What percentage of adversarial testing, red-teaming, abuse-case simulation, or stress testing exercises conducted prior to deployment and periodically thereafter — proportionate to system risk classification — to evaluate robustness against manipulation, prompt injection, data poisoning, and adversarial misuse; and are findings formally documented and remediated??",MAIN QUESTIONS
AR_1251,"Upon formal retirement of an AI system, is governance approval obtained and documented prior to decommissioning — covering retirement rationale, residual risk implications, stakeholder impact, and confirmation that downstream dependencies have been identified and transition plans agreed?",MAIN QUESTIONS
AR_1252,"Upon AI system retirement, are model artifacts securely archived or deleted in accordance with documented retention schedules, training and operational datasets disposed of in compliance with legal and cross-jurisdictional obligations, API endpoints and credentials formally revoked, and downstream system dependencies identified and assessed to prevent operational disruption?",MAIN QUESTIONS
AR_1256,"Rate the maturity of your formally defined and implemented an AI-specific data management process covering all lifecycle stages — with formally assigned data asset ownership (data stewards, model owners, control functions) and differentiated governance controls for training data, validation data, operational inference data, and repurposed operational data.",MAIN QUESTIONS
AR_1261,"Does the organization evaluate and document risks of data poisoning, malicious injection, and adversarial manipulation in training datasets — and are technical and procedural controls implemented to detect and mitigate these threats, including integrity verification, anomaly detection, and dataset hashing?",MAIN QUESTIONS
AR_1265,"What percentage of AI systems have monitoring for data drift, distribution shift, or degradation in operational data used by deployed AI systems, and formally reassess data quality and representativeness at defined intervals or when drift signals are detected??",MAIN QUESTIONS
AR_1266,"Has the organization defined a formal retraining governance checkpoint that mandates re-validation of data acquisition, quality, provenance, and preparation controls before a retrained or fine-tuned AI model is approved and redeployed?",MAIN QUESTIONS
AR_1269,"Where human labeling, annotation, or reinforcement learning from human feedback (RLHF) is used in AI development, has the organization defined quality standards, reviewer competence requirements, bias mitigation safeguards, and validation checks to ensure labeling integrity and consistency?",MAIN QUESTIONS
AR_1272,"Where data originally collected for non-AI purposes is used for AI training or evaluation, has the organization conducted a purpose compatibility assessment, legal basis validation, and data subject expectation analysis to confirm that secondary AI use complies with applicable legal, regulatory, and contractual obligations?",MAIN QUESTIONS
AR_1278,"Has the organization established and published an AI-specific acceptable-use policy that defines permitted and prohibited use cases, user obligations, consequences of misuse, and the process for reporting policy violations?",MAIN QUESTIONS
AR_1279,"Has the organization defined a policy for managing AI-related intellectual property — including ownership of AI-generated outputs, rights in training data, open-source licence compliance, and restrictions on use of third-party model weights?",MAIN QUESTIONS
AR_1280,"What percentage of AI systems has the organization identified ai-related legal and regulatory obligations applicable across all jurisdictions in which it operates — and are processes in place to monitor regulatory developments, assess their impact on deployed ai systems, and update controls accordingly?",MAIN QUESTIONS
AR_1282,"Has the organization established accessible mechanisms for users and affected parties to report adverse AI system impacts — and are processes in place for logging, investigating, and conducting trend analysis on reported incidents?",MAIN QUESTIONS
AR_1283,"Where AI systems make or materially influence decisions affecting individual rights, access to services, or significant financial outcomes, has the organization established processes to provide meaningful, plain-language explanations of those decisions to affected individuals upon request?",MAIN QUESTIONS
AR_1284,"Has the organization developed and maintained a formal AI incident communication plan — covering severity-tier classification, internal and external notification obligations, designated roles and responsibilities, regular testing, and a process for post-incident plan updates?",MAIN QUESTIONS
AR_1285,"Has the organization defined AI-specific criteria for determining when an incident is reportable to external authorities — including harm-severity thresholds, scale-of-impact measures, applicable regulatory reporting obligations, notification timelines, responsible reporting parties, and evidence-preservation requirements?",MAIN QUESTIONS
AR_1288,"Has the organization identified user groups that may be disproportionately affected by AI system outputs — including those with accessibility needs, lower digital literacy, or other vulnerability characteristics — and implemented proportionate safeguards such as enhanced explanations, simplified output formats, and clearly signposted escalation paths?",MAIN QUESTIONS
AR_1289,"Rate the maturity of your defined a governance process for the periodic review, update, and formal approval of AI-facing documentation — including version control, a defined review cadence triggered by material system changes, and a process for communicating material updates to affected users.",MAIN QUESTIONS
AR_1290,"Has the organization established governance controls to ensure that disclaimers and limitation notices attached to AI outputs accurately communicate material constraints — including review by risk, legal, and governance functions — and that these statements are updated when underlying model capabilities or risk profiles change?",MAIN QUESTIONS
AR_1292,"Where an AI incident may have caused users to receive materially affected or harmful outputs, does the organization have a documented obligation and process for notifying affected users in a timely manner -- including defined notification timelines, prescribed content standards, and retention of all notification and incident records?",MAIN QUESTIONS
AR_1293,"Rate the maturity and effectiveness of your formally governed public AI transparency framework -- ensuring all externally facing AI communications are subject to pre-publication review by risk, legal, and compliance functions, prohibiting misleading capability claims, and verifying alignment with internal technical documentation.",MAIN QUESTIONS
AR_1299,"Has the organization documented a formal process for reporting, investigating, and escalating suspected misuse, out-of-scope use, or unexpected harmful AI system behaviour -- with defined reporting timelines, escalation criteria, designated accountability for remediation, and systematic retention of all process records?",MAIN QUESTIONS
AR_1300,"Has the organization defined actionable responsible AI use objectives with measurable indicators or behavioural criteria -- used to inform training content and operational monitoring -- and are those objectives reviewed and updated when the AI portfolio changes, regulatory requirements change, or monitoring data indicates that current objectives are not preventing harm?",MAIN QUESTIONS
AR_1302,"What percentage of AI systems have implemented operational controls to constrain or detect AI system use outside intended use documentation -- requiring governance approval for all proposed new use cases -- and is active monitoring in place to detect out-of-scope use, with detected violations triggering a defined response process??",MAIN QUESTIONS
AR_1304,"Does the organization conduct periodic assessments to evaluate whether AI systems are being used in practice in accordance with their intended use documentation -- reviewing operational logs, incident reports, and monitoring outputs to identify gaps or out-of-boundary use, with findings documented and actioned?",MAIN QUESTIONS
AR_1307,"What percentage of AI systems has the organization defined a policy governing the use of unsanctioned ai tools and services — specifying categories requiring prior assessment, prohibited tools, and controls preventing the submission of sensitive data to unapproved systems — with the policy technically enforced, monitored for violations, and subject to defined consequences for non-compliance?",MAIN QUESTIONS
AR_1313,How would the organization assess progress against its documented responsible AI use objectives in the current review period?,MAIN QUESTIONS
AR_1314,Rate the maturity and effectiveness of your define and enforce a documented consequence framework for violations of responsible AI use requirements — with graduated consequences formally integrated into HR disciplinary procedures and contractor agreements.,MAIN QUESTIONS
AR_1320,"Before training or retraining AI models, does the organization validate that target labels are not leaking into features and that synthetic or AI-generated data is used in a controlled way (e.g., capped proportions, quality checks) so that models continue to reflect real-world behaviour?",MAIN QUESTIONS
AR_1321,"For AI-assisted development, does the organization enforce secure coding standards that prevent hardcoded secrets and detect auto-generated code that is difficult to maintain or review?",MAIN QUESTIONS
AR_1327,"Do the organization's onboarding and credit processes include controls specifically designed to detect synthetic or AI-generated identities — such as deepfake checks, cross-channel verification, and device fingerprinting?",MAIN QUESTIONS
AR_1328,"For AI meeting assistants and knowledge-search tools, does the organization (a) obtain and record consent where required, and (b) enforce access controls to prevent restricted or conflict-of-interest matters from being surfaced to unauthorized staff?",MAIN QUESTIONS
AR_1334,"Has the organization assessed and tested its AI models and RAG pipelines against adversarial threats — such as crafted inputs, malicious context documents, or poisoned training data — designed to manipulate model behaviour?",MAIN QUESTIONS
AR_1335,"When training and validating AI models, does the organization enforce clean separation between training and test sets — including guarding against leakage from logs or replayed traffic — and periodically re-verify that no training data has contaminated evaluation datasets?",MAIN QUESTIONS
AR_1337,"Does the organization conduct structured AI failure scenario analysis or stress testing — such as tabletop exercises or red-teaming — to ensure it is prepared for AI outages, misbehaviour, or attacks, rather than responding ad hoc when issues arise?",MAIN QUESTIONS
AR_1340,"For AI systems that influence consumer decisions — such as credit scoring, offers, or digital UI flows — does the organization test for discriminatory outcomes and dark patterns, and ensure users can obtain meaningful explanations when denied key services?",MAIN QUESTIONS
AR_1341,"Are there explicit policies and technical controls preventing staff from using generative AI to create or alter evidence for audits, tests, or regulatory submissions without independent verification?",MAIN QUESTIONS
AR_1342,"When payment or other high-value actions are initiated based on voice or video instructions, does the organization require strong verification — such as call-back, multi-factor, or out-of-band checks — to defend against deepfake impersonation?",MAIN QUESTIONS
AR_1343,What percentage of AI systems that assist with billing codes or returns approvals monitored for abnormal patterns — such as systematic upcoding or unusually high refund approval rates — with human review of flagged exceptions??,MAIN QUESTIONS
AR_1344,"Does the organization use controls — such as CAPTCHAs, device fingerprinting, velocity checks, and identity verification — to detect and block automated creation of fake accounts or abuse of loyalty and sign-up incentives?",MAIN QUESTIONS
AR_1345,"For voice-based or call-centre authentication, does the organization use strong anti-spoofing and step-up verification — such as knowledge factors, device checks, and callbacks — to protect against cloned or deepfaked voices?",MAIN QUESTIONS
AR_1348,"Implement a formal knowledge-transfer programme for AI-affected roles, documenting transferable skills, retraining pathways, timelines, responsible owners, and success metrics — integrated into workforce planning.",MAIN QUESTIONS
AR_1349,"Where AI is used to monitor employees, implement and document proportionate safeguards: legal basis, data minimisation, purpose limitation, employee notification, appeal mechanism, and human review of consequential outputs — reviewed by legal, HR, and privacy functions.",MAIN QUESTIONS
AR_1351,"Maintain a formal alert-tuning process for AI monitoring systems: document thresholds, rationale, tuning history, approval authority, and scheduled recalibration cadence — with change log and linkage to incident outcomes.",MAIN QUESTIONS
AR_1352,"Identify AI-affected vulnerable user groups (e.g., elderly, minors, financially stressed, low-literacy), implement proportionate safeguards (simplified interfaces, human escalation, access controls), and review effectiveness periodically.",MAIN QUESTIONS
AR_1353,"Disclose to users, customers, and affected parties that AI is being used in relevant interactions or decisions — specifying the nature of AI use, its role in the outcome, and available recourse — through accessible, plain-language communications.",MAIN QUESTIONS
AR_1354,"Implement formal incident-reporting mechanisms enabling staff and affected parties to report AI-related harms, errors, or misuse — with accessible channels, acknowledgement timelines, confidentiality protections, and anti-retaliation policy.",MAIN QUESTIONS
AR_1355,"Rate the maturity of your Define and operationalise a formal AI incident-escalation process with severity-based escalation tiers, named escalation authorities, time-bound escalation thresholds, board/executive notification triggers, and documented post-escalation review..",MAIN QUESTIONS
AR_1356,"What percentage of AI systems maintain a formal, current ai system register (inventory) documenting all operational ai systems with attributes: name, owner, purpose, deployment environment, risk tier, data inputs, third-party components, and review/refresh cadence.?",MAIN QUESTIONS
AR_1357,"What percentage of AI systems implement and enforce a formal policy governing the licensing of open-source, third-party, and internally developed code used in ai systems — covering licence compatibility, attribution, prohibited licences, approval workflow, and annual audit.?",MAIN QUESTIONS
AR_1358,"Conduct and document formal IP review for all AI development activities — covering training-data rights, model output ownership, employee/contractor IP assignment, third-party IP risks, and jurisdiction-specific obligations — reviewed by legal.",MAIN QUESTIONS
AR_1365,"What percentage of AI systems when ai outputs conflict with human or consensus diagnoses, do you systematically track these disagreements and regularly review annotation quality (including error rates by annotator or vendor)?",MAIN QUESTIONS
AR_1366,"For retrieval-augmented generation or search over client documents, do you have technical and contractual controls that prevent datasets of different classification levels and clients from being retrieved in responses to another client's queries?",MAIN QUESTIONS
AR_1367,"Do you continuously monitor important AI models for performance or reasoning drift, and ensure that incidents (including regulatory reports drafted by AI) are reviewed with lessons translated into updated controls, playbooks, and training?",MAIN QUESTIONS
AR_1369,"For AI recommender systems that suggest products or offers, do you monitor for patterns such as promoting out-of-stock items or low-margin products, and reconcile recommendations against actual inventory data?",MAIN QUESTIONS
AR_1370,"Do you control and monitor situations where models are trained on their own or user-gamed outputs, and do you require human review or validation for AI-generated legal or regulatory content (e.g., citations, SAR narratives) to prevent fabricated references?",MAIN QUESTIONS
AR_1371,"Do you monitor for technical failure modes such as code assistants importing non-existent or unsafe libraries, or models being repeatedly trained on their own or user-gamed outputs without quality controls?",MAIN QUESTIONS
AR_1374,"When embedding models or vector databases are updated, do you follow a controlled process (e.g., re-indexing, validation queries, integrity checks) to prevent corrupted indexes and misaligned retrieval results?",MAIN QUESTIONS
AR_1376,"Do you monitor for stale or corrupted features in production (e.g., cached values, NaNs, or silent schema changes) and have automated checks to detect when upstream databases or feature stores change in ways that could break model inputs?",MAIN QUESTIONS
AR_1377,"Do you manage AI infrastructure using Infrastructure-as-Code with drift detection, maintain secure and tested backups of models and data, and regularly assess serving platforms for critical vulnerabilities including emergency patching and rollback plans?",MAIN QUESTIONS
AR_1379,"Do you routinely test important AI models for privacy attacks (e.g., model inversion, which could allow an attacker to reverse-engineer training data and identify individual customers or patients)?",MAIN QUESTIONS
AR_1380,"Where AI is trained or evaluated on identifiable personal or health data, do you maintain documented lawful bases and, where required, explicit consent and notices that clearly cover AI use, including cross-border processing?",MAIN QUESTIONS
AR_1381,"Where AI is used to monitor employees (e.g., keystrokes, eye tracking, productivity scores), have you assessed necessity and proportionality, limited data collection to what is needed, and provided clear notices and opt-out or appeal mechanisms?",MAIN QUESTIONS
AR_1385,"Do you monitor AI-driven pricing algorithms for unintended 'race to the bottom' behaviour (e.g., repeated undercutting, margin erosion) across products and channels?",MAIN QUESTIONS
AR_1392,"Have you implemented controls and testing against adversarial prompt techniques (e.g., jailbreaks, prompt injection, resource-exhaustion 'sponge' inputs) that attempt to bypass safeguards or consume excessive compute?",MAIN QUESTIONS
AR_1393,"Do you maintain an inventory and patching process for critical AI components (e.g., frameworks, libraries, GPU drivers), and assess the supply-chain risk of third-party packages used in your AI stack?",MAIN QUESTIONS
AR_1398,Are internal and external AI endpoints managed with certificate lifecycle processes and endpoint inventories so that TLS certificates and legacy 'zombie' APIs do not quietly expire or remain exposed?,MAIN QUESTIONS
AR_1399,"Do you test models and data pipelines for adversarial techniques such as poisoned training samples, multimodal payloads (e.g., steganographic images or audio), or AI-generated polymorphic malware that could act as hidden triggers or bypass traditional detection?",MAIN QUESTIONS
AR_1401,"Have you implemented controls to prevent abuse of AI channels for replay-style attacks (e.g., resubmitting signed requests) and for highly personalised phishing campaigns that use AI to generate convincing messages at scale?",MAIN QUESTIONS
AR_1402,"Do you enforce policies and technical controls that restrict staff from (a) using AI to hide or generate malicious code, (b) installing unvetted plugins or extensions, and (c) pasting sensitive or regulated data into unsanctioned consumer AI tools?",MAIN QUESTIONS
AR_1404,"Have you formally assessed and addressed the workforce impacts of AI (e.g., communication, retraining, and redeployment plans) and do you periodically measure morale or productivity impacts related to fear of AI replacement?",MAIN QUESTIONS
AR_1410,"Do you have controls to prevent staff from pasting client-identifying or confidential data into public or consumer AI tools, and to manage conflicts of interest when AI is used across multiple clients or matters?",MAIN QUESTIONS
AR_1411,"Before using internal HR or sensitive datasets to train or fine-tune AI models, do you (a) obtain appropriate governance approvals, (b) complete any required DPIA or AI impact assessment, and (c) confirm lawful bases and cross-border transfer compliance for that data?",MAIN QUESTIONS
AR_1412,"What percentage of AI systems where ai supports or automates insurance or benefit claims decisions, have you validated that rules do not systematically deny valid claims, and do you provide clear escalation and human appeal mechanisms?",MAIN QUESTIONS
AR_1414,"For high-impact AI models (e.g., credit, hiring, customer treatment), do you test performance and error rates across key demographic groups and remediate when one group is consistently disadvantaged?",MAIN QUESTIONS
AR_1415,"Are employees explicitly restricted and monitored from using AI tools (internal or external) with material non-public information (MNPI) or trade secrets, with training and surveillance designed to detect and respond to misuse?",MAIN QUESTIONS
AR_1421,"Do you have a defined process to identify AI-related incidents (e.g., safety, discrimination, privacy), assess reportability, and notify regulators or clients within required timelines, with links to DPIA or AI impact assessments where applicable?",MAIN QUESTIONS
AR_1434,"What percentage of AI systems does the organisation define and implement customer-facing ai disclosures — specifying ai involvement, limitations, conditions under which reliance is inappropriate, and recourse mechanisms — expressed in plain language appropriate to the customer population, provided proactively at or before the point of interaction, and reviewed and updated when ai system capabilities or limitations change materially?",MAIN QUESTIONS
AR_GOV_01,Does your organization comply with FedRAMP requirements when deploying AI systems processing federal government data or supporting government operations?,Industry Questions
AR_GOV_02,Are AI systems processing classified information subject to NIST 800-53 high-impact security controls and intelligence community directives?,Industry Questions
AR_GOV_03,Does your organization follow DoD Responsible AI principles and DoD AI Ethical Principles when developing or deploying AI for defense applications?,Industry Questions
AR_GOV_04,"Are AI systems used in law enforcement for predictive policing, risk assessment, or surveillance subject to civil rights impact assessments and bias testing?",Industry Questions
AR_GOV_05,Do you maintain air-gapped environments for AI systems processing intelligence information to prevent data exfiltration or unauthorized model access?,Industry Questions
AR_GOV_06,"Are government AI procurement decisions subject to fairness reviews ensuring vendor selection does not disadvantage small businesses, minority-owned firms, or domestic suppliers?",Industry Questions
AR_GOV_07,Does your organization comply with Section 508 accessibility requirements ensuring AI interfaces are usable by government employees and citizens with disabilities?,Industry Questions
AR_GOV_08,"Are AI systems supporting benefits adjudication, eligibility determinations, or entitlement decisions subject to due process protections including explanation and appeal rights?",Industry Questions
AR_GOV_09,Does your organization comply with OMB Circular A-130 requirements for managing federal information as a strategic resource when deploying AI systems in government operations?,Industry Questions
AR_GOV_10,"Are AI systems supporting criminal justice decisions (sentencing, parole, bail) subject to algorithmic accountability requirements including validation studies showing they do not worsen racial disparities?",Industry Questions
AR_GOV_11,Does your organization maintain continuous authorization (ConMon) for AI systems in government environments as required by FedRAMP and agency-specific security frameworks?,Industry Questions
AR_GOV_12,Are government AI systems processing personally identifiable information (PII) subject to Privacy Act requirements including System of Records Notices (SORN) and Privacy Impact Assessments (PIA)?,Industry Questions
AR_GOV_13,"Does your organization comply with the Paperwork Reduction Act when using AI to collect information from the public, ensuring OMB approval and burden hour calculation?",Industry Questions
AR_GOV_14,Are AI systems used in national security or intelligence applications subject to Presidential Policy Directive 28 safeguards limiting signals intelligence activities affecting privacy?,Industry Questions
AR_GOV_15,Does your organization maintain records management procedures for AI systems ensuring compliance with Federal Records Act requirements for preservation and disposition?,Industry Questions
AR_GOV_16,"Are AI systems supporting regulatory enforcement actions subject to Administrative Procedure Act requirements for notice, comment, and reasoned decision-making?",Industry Questions
