QID,Question_Group
AR_1093,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1094,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1095,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1096,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1097,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1098,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1099,"Question Group 039: Governing AI data catalogs, persistent metadata tagging, automated PII discovery, and human-in-the-loop data stewardship workflows."
AR_1100,"Question Group 040: Architecting dynamic, Zero Trust Data Access Controls (DAC) that continuously evaluate user intent, behavioral risk levels, and contextual heuristics rather than static roles."
AR_1101,"Question Group 040: Architecting dynamic, Zero Trust Data Access Controls (DAC) that continuously evaluate user intent, behavioral risk levels, and contextual heuristics rather than static roles."
AR_1102,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1103,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1104,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1105,"Question Group 033: Governing autonomous AI agent identity federation, scoped API permissions, credential brokering, and dynamic context-aware access controls."
AR_1106,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1107,"Question Group 040: Architecting dynamic, Zero Trust Data Access Controls (DAC) that continuously evaluate user intent, behavioral risk levels, and contextual heuristics rather than static roles."
AR_1108,"Question Group 040: Architecting dynamic, Zero Trust Data Access Controls (DAC) that continuously evaluate user intent, behavioral risk levels, and contextual heuristics rather than static roles."
AR_1110,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1111,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1112,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1113,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1114,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1115,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1117,"Question Group 026: Architecting, governing, and assessing complex multi-agent architectures, model chaining dependencies, and autonomous systems-of-systems pipelines."
AR_1120,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1121,"Question Group 042: Governing foundational enterprise cloud architecture, establishing centralized policy frameworks (landing zones), and formalizing resource accountability, risk escalation, and legacy compute lifecycle management."
AR_1122,"Question Group 042: Governing foundational enterprise cloud architecture, establishing centralized policy frameworks (landing zones), and formalizing resource accountability, risk escalation, and legacy compute lifecycle management."
AR_1124,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_1125,"Question Group 042: Governing foundational enterprise cloud architecture, establishing centralized policy frameworks (landing zones), and formalizing resource accountability, risk escalation, and legacy compute lifecycle management."
AR_1126,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1127,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1128,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_1129,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1130,"Question Group 042: Governing foundational enterprise cloud architecture, establishing centralized policy frameworks (landing zones), and formalizing resource accountability, risk escalation, and legacy compute lifecycle management."
AR_1131,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1132,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1133,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1134,"Question Group 039: Governing AI data catalogs, persistent metadata tagging, automated PII discovery, and human-in-the-loop data stewardship workflows."
AR_1135,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1136,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1137,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_1138,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_1139,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_1140,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_1141,"Question Group 044: Governing foundational enterprise Identity and Access Management (IAM), Privileged Access Management (PAM), automated lifecycle provisioning, and phishing-resistant MFA architectures."
AR_1142,"Question Group 044: Governing foundational enterprise Identity and Access Management (IAM), Privileged Access Management (PAM), automated lifecycle provisioning, and phishing-resistant MFA architectures."
AR_1143,"Question Group 044: Governing foundational enterprise Identity and Access Management (IAM), Privileged Access Management (PAM), automated lifecycle provisioning, and phishing-resistant MFA architectures."
AR_1144,"Question Group 044: Governing foundational enterprise Identity and Access Management (IAM), Privileged Access Management (PAM), automated lifecycle provisioning, and phishing-resistant MFA architectures."
AR_1145,"Question Group 044: Governing foundational enterprise Identity and Access Management (IAM), Privileged Access Management (PAM), automated lifecycle provisioning, and phishing-resistant MFA architectures."
AR_1146,"Question Group 045: Executing foundational IT Operations (ITOps), enterprise incident management (war-rooms), configuration drift governance, and continuous operational maturity programs."
AR_1147,"Question Group 045: Executing foundational IT Operations (ITOps), enterprise incident management (war-rooms), configuration drift governance, and continuous operational maturity programs."
AR_1149,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1150,"Question Group 045: Executing foundational IT Operations (ITOps), enterprise incident management (war-rooms), configuration drift governance, and continuous operational maturity programs."
AR_1151,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1152,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1153,"Question Group 002: Provisioning and monitoring AI compute infrastructure to enforce SLA latency, ESG sustainability, FinOps limits, and BCDR resilience."
AR_1154,"Question Group 045: Executing foundational IT Operations (ITOps), enterprise incident management (war-rooms), configuration drift governance, and continuous operational maturity programs."
AR_1155,"Question Group 043: Executing foundational enterprise network security, traffic management (DDoS), comprehensive visibility (IDS/IPS, flow logging), and securing external/hybrid connectivity (Mutual TLS, VPN, SD-WAN)."
AR_1156,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1157,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1158,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1159,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1166,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_1167,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_1172,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1177,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1178,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_1180,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_1181,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_1182,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_1184,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1187,"Question Group 018: Executing formal end-of-life decommissioning procedures for AI systems, including downstream dependency mapping, secure data disposal, and API endpoint revocation."
AR_1188,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_1189,"Question Group 039: Governing AI data catalogs, persistent metadata tagging, automated PII discovery, and human-in-the-loop data stewardship workflows."
AR_1190,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
AR_1191,"Question Group 039: Governing AI data catalogs, persistent metadata tagging, automated PII discovery, and human-in-the-loop data stewardship workflows."
AR_1192,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1193,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_1195,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1198,"Question Group 023: Governing AI intellectual property (IP) rights, including training data licensing, output ownership, open-source code compliance, and maintaining foundation model registries."
AR_1199,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_1214,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_1216,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_1226,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_1228,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_1229,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1235,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_1236,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
AR_1239,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_1240,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1241,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1243,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_1249,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1250,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1251,"Question Group 018: Executing formal end-of-life decommissioning procedures for AI systems, including downstream dependency mapping, secure data disposal, and API endpoint revocation."
AR_1252,"Question Group 018: Executing formal end-of-life decommissioning procedures for AI systems, including downstream dependency mapping, secure data disposal, and API endpoint revocation."
AR_1256,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_1261,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1265,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1266,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_1269,"Question Group 021: Managing workforce competence, establishing quality assurance standards, and evaluating human/system disagreements for Human-in-the-Loop (HITL) and RLHF annotation operations."
AR_1272,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_1278,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1279,"Question Group 023: Governing AI intellectual property (IP) rights, including training data licensing, output ownership, open-source code compliance, and maintaining foundation model registries."
AR_1280,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_1282,"Question Group 010: Operating formal incident intake channels and systematically analyzing user feedback, adverse impact reports, and complaints over time to continuously update risk baselines."
AR_1283,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1284,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1285,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1288,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1289,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1290,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1292,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1293,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1299,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1300,"Question Group 025: Defining, integrating, and measuring core Responsible AI (RAI) principles, establishing ethical use frameworks, and tracking quantitative indicators across enterprise operations."
AR_1302,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1304,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1307,"Question Group 020: Scanning for, restricting, and remediating unauthorized or ""shadow"" AI tools."
AR_1313,"Question Group 025: Defining, integrating, and measuring core Responsible AI (RAI) principles, establishing ethical use frameworks, and tracking quantitative indicators across enterprise operations."
AR_1314,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1320,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_1321,"Question Group 027: Governing AI-assisted developer tools (Copilots) to enforce secure coding standards, manage API secrets, and prevent the ingestion of hallucinated or unsafe code libraries."
AR_1327,"Question Group 029: Implementing fraud detection, bot mitigation, and cybersecurity controls against external AI threats (deepfakes, synthetic identities)."
AR_1328,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1334,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1335,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_1337,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1340,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1341,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1342,"Question Group 029: Implementing fraud detection, bot mitigation, and cybersecurity controls against external AI threats (deepfakes, synthetic identities)."
AR_1343,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1344,"Question Group 029: Implementing fraud detection, bot mitigation, and cybersecurity controls against external AI threats (deepfakes, synthetic identities)."
AR_1345,"Question Group 029: Implementing fraud detection, bot mitigation, and cybersecurity controls against external AI threats (deepfakes, synthetic identities)."
AR_1348,"Question Group 032: Designing workforce transition programs, preserving core human skills, and managing retraining for roles augmented or displaced by AI."
AR_1349,"Question Group 030: Governing the use of AI for internal workforce management, including employee productivity scoring, workplace monitoring safeguards, proportionality, and appeal mechanisms."
AR_1351,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1352,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1353,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_1354,"Question Group 010: Operating formal incident intake channels and systematically analyzing user feedback, adverse impact reports, and complaints over time to continuously update risk baselines."
AR_1355,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1356,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_1357,"Question Group 023: Governing AI intellectual property (IP) rights, including training data licensing, output ownership, open-source code compliance, and maintaining foundation model registries."
AR_1358,"Question Group 023: Governing AI intellectual property (IP) rights, including training data licensing, output ownership, open-source code compliance, and maintaining foundation model registries."
AR_1365,"Question Group 021: Managing workforce competence, establishing quality assurance standards, and evaluating human/system disagreements for Human-in-the-Loop (HITL) and RLHF annotation operations."
AR_1366,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1367,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1369,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1370,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_1371,"Question Group 027: Governing AI-assisted developer tools (Copilots) to enforce secure coding standards, manage API secrets, and prevent the ingestion of hallucinated or unsafe code libraries."
AR_1374,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_1376,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1377,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1379,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1380,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_1381,"Question Group 030: Governing the use of AI for internal workforce management, including employee productivity scoring, workplace monitoring safeguards, proportionality, and appeal mechanisms."
AR_1385,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1392,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1393,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1398,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_1399,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1401,"Question Group 029: Implementing fraud detection, bot mitigation, and cybersecurity controls against external AI threats (deepfakes, synthetic identities)."
AR_1402,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1404,"Question Group 032: Designing workforce transition programs, preserving core human skills, and managing retraining for roles augmented or displaced by AI."
AR_1410,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1411,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_1412,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1414,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_1415,"Question Group 024: Drafting, technically enforcing, and actively auditing internal Acceptable Use Policies (AUP) to prevent misuse or evidence fabrication."
AR_1421,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_1434,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_GOV_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_02,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_03,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_04,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_05,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_06,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_07,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_08,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_09,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_10,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_GOV_11,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_GOV_12,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_GOV_13,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_GOV_14,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_GOV_15,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_GOV_16,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_GOV_17,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_GOV_18,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_GOV_19,"Question Group 050: Architecting technical privacy controls, including pre-ingestion PII redaction buffers, data minimization, and geofencing."
AR_GOV_20,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_LEG_01,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_LEG_02,"Question Group 019: Governing data privacy policies, explicit user consent, and the execution of Data Subject Rights (DSR)."
AR_LEG_03,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_LEG_04,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_LEG_05,"Question Group 046: Governing the master Corporate AI Policy, Board-level approval cycles, and cross-functional lifecycle compliance."
AR_LEG_06,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_LEG_07,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_LEG_08,"Question Group 051: Auditing enterprise datasets to identify representational bias, prevent data leakage, and mitigate recursive model collapse."
AR_LEG_09,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_LEG_10,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_LEG_11,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_LEG_12,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_LEG_13,"Question Group 023: Governing AI intellectual property (IP) rights, including training data licensing, output ownership, open-source code compliance, and maintaining foundation model registries."
AR_LEG_14,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_LEG_15,"Question Group 022: Executing AI software incident playbooks, severity escalations, and mandatory regulatory reporting."
AR_LEG_16,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_LEG_17,"Question Group 047: Designing and mandating enterprise-wide AI literacy, policy awareness training, and role-specific competency assessments for internal employees and third-party contractors."
AR_LEG_18,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_LEG_19,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_LEG_20,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_TRN_01,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_02,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_03,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_TRN_04,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
